"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pre","Input.term","Input.post","Input.business_id","Answer.sense","Approve","Reject"
"36MUZ9VAE51FQKCF5ULNKEGL0DDDEU","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","3I2PTA7R3TUEND5OW47C6RVAG7GKQT","A313JEGCVV2UES","Submitted","Wed Feb 21 14:55:48 PST 2018","Wed Feb 21 14:57:03 PST 2018","Fri Feb 23 14:57:03 PST 2018","","","","75","0% (0/0)","0% (0/0)","0% (0/0)","till amazing is the tea.  Apricot black tea was on special and it tasted as delicious as it smelled.  I was about to order the red","basil"," chicken, but the waitress warned it was made with bone in chicken.  I hate bone in chicken, so I opted for the chicken curry and ","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
"36MUZ9VAE51FQKCF5ULNKEGL0DDDEU","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","3J88R45B2GYZ713GVA7CWGD27K9XP4","A3UUH3632AI3ZX","Submitted","Wed Feb 21 14:56:11 PST 2018","Wed Feb 21 14:56:25 PST 2018","Fri Feb 23 14:56:25 PST 2018","","","","14","100% (63/63)","100% (63/63)","100% (63/63)","till amazing is the tea.  Apricot black tea was on special and it tasted as delicious as it smelled.  I was about to order the red","basil"," chicken, but the waitress warned it was made with bone in chicken.  I hate bone in chicken, so I opted for the chicken curry and ","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
"36MUZ9VAE51FQKCF5ULNKEGL0DDDEU","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","3SLE99ER0NDM822LDNDWYHOOYGTBZV","A14I3K8UN3612X","Submitted","Wed Feb 21 14:57:43 PST 2018","Wed Feb 21 15:00:30 PST 2018","Fri Feb 23 15:00:30 PST 2018","","","","167","100% (132/132)","100% (132/132)","100% (132/132)","till amazing is the tea.  Apricot black tea was on special and it tasted as delicious as it smelled.  I was about to order the red","basil"," chicken, but the waitress warned it was made with bone in chicken.  I hate bone in chicken, so I opted for the chicken curry and ","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
"322ZSN9Z5FJ4F7BJ2E9PGWMGQA7T4N","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","31Z0PCVWUKF3KEQWUECY7R1BUUGT7B","A2ZXVKXY2MR8RS","Submitted","Wed Feb 21 14:59:08 PST 2018","Wed Feb 21 14:59:16 PST 2018","Fri Feb 23 14:59:16 PST 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","also happens to have some of the best Vietnamese style food in town.  It really is sad that the fact that they garnish with fresh","basil"," and mint is unique to vietnamese food in this town.  For me, that makes or breaks the dish.","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
"322ZSN9Z5FJ4F7BJ2E9PGWMGQA7T4N","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","3LO69W1SU3DYUUTSE8E1RD4NZKELG4","AOAZMLP27GD81","Submitted","Wed Feb 21 15:01:01 PST 2018","Wed Feb 21 15:02:49 PST 2018","Fri Feb 23 15:02:49 PST 2018","","","","108","100% (80/80)","100% (70/70)","100% (70/70)","also happens to have some of the best Vietnamese style food in town.  It really is sad that the fact that they garnish with fresh","basil"," and mint is unique to vietnamese food in this town.  For me, that makes or breaks the dish.","Fpm3WvqtrAg2ueh_4pz7iA","other"
"322ZSN9Z5FJ4F7BJ2E9PGWMGQA7T4N","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:19 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:19 PST 2018","","","3XUHV3NRVKYYS1LI6RGCVOKRSURH5B","A3GM78FCDY293T","Submitted","Wed Feb 21 15:00:12 PST 2018","Wed Feb 21 15:04:51 PST 2018","Fri Feb 23 15:04:51 PST 2018","","","","279","100% (101/101)","100% (35/35)","100% (35/35)","also happens to have some of the best Vietnamese style food in town.  It really is sad that the fact that they garnish with fresh","basil"," and mint is unique to vietnamese food in this town.  For me, that makes or breaks the dish.","Fpm3WvqtrAg2ueh_4pz7iA","redsauce"
"3B9XR6P1WDUUM30N5Z58M45D20XBJ6","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:20 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:20 PST 2018","","","30IQTZXKAK6WJKZWEPSMHFCUZCZ0X2","A2W8Y6SXXA1BO4","Submitted","Wed Feb 21 14:59:40 PST 2018","Wed Feb 21 15:00:19 PST 2018","Fri Feb 23 15:00:19 PST 2018","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","I love their vegetarian tofu","basil."," It's tomato-y and delicious. I like their egg rolls too. It looks crappy from the outside, but it's fine inside.","Fpm3WvqtrAg2ueh_4pz7iA","redsauce"
"3B9XR6P1WDUUM30N5Z58M45D20XBJ6","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:20 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:20 PST 2018","","","3OCHAWUVGOKYWA60II240ZR3DA3XK3","A12R2U6TBB3OOG","Submitted","Wed Feb 21 14:56:02 PST 2018","Wed Feb 21 14:56:57 PST 2018","Fri Feb 23 14:56:57 PST 2018","","","","55","100% (64/64)","100% (63/63)","100% (63/63)","I love their vegetarian tofu","basil."," It's tomato-y and delicious. I like their egg rolls too. It looks crappy from the outside, but it's fine inside.","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
"3B9XR6P1WDUUM30N5Z58M45D20XBJ6","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:20 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:20 PST 2018","","","3ZWFC4W1UU73JSSA885FV4DA4X2RF0","A1T79J0XQXDDGC","Submitted","Wed Feb 21 14:57:58 PST 2018","Wed Feb 21 14:58:05 PST 2018","Fri Feb 23 14:58:05 PST 2018","","","","7","100% (163/163)","100% (161/161)","100% (161/161)","I love their vegetarian tofu","basil."," It's tomato-y and delicious. I like their egg rolls too. It looks crappy from the outside, but it's fine inside.","Fpm3WvqtrAg2ueh_4pz7iA","redsauce"
"3K1H3NEY7KYDAY86BPBBKH1XDTSDGB","3RY3YOAA7N2R3M78FPTH20PQ75R27Z","Label the word ""Basil"" in a sentence","Label what the term ""Basil"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 14:55:20 PST 2018","3","BatchId:3125170;OriginalHitTemplateId:926051491;","1200","172800","Thu Feb 22 02:55:20 PST 2018","","","39JEC7537U1O9NPHQQKOOVHASQRVCQ","ARWF605I7RWM7","Submitted","Wed Feb 21 15:21:12 PST 2018","Wed Feb 21 15:27:34 PST 2018","Fri Feb 23 15:27:34 PST 2018","","","","382","100% (4/4)","0% (0/0)","0% (0/0)","My girlfriend and I decided to start off our meals with the green-lipped mussels from New Zealand which came in a lemongrass and","basil"," wine sauce.  After what could only have been a few minutes, it was served to us in a bowl with the mussels on a half shell with a","Fpm3WvqtrAg2ueh_4pz7iA","hotdish"
