"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pre","Input.term","Input.post","Input.business_id","Answer.sense","Approve","Reject"
"33CLA8O0MHA1X8VGI60D7LIPRFFRFS","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","3F1567XTNW5U6HMXS7GNGIHU5CQ9Q8","AKSJ3C5O3V9RB","Submitted","Wed Feb 21 10:57:46 PST 2018","Wed Feb 21 11:04:20 PST 2018","Fri Feb 23 11:04:20 PST 2018","","","","394","100% (3/3)","0% (0/0)","0% (0/0)","fresher batch would bring me to my knees.   I just went to Le Petit's website and saw that my favorite flavor combo is available:","lemon","lavender. I live way too close to this place. This is about to get dangerous. (And I haven't even tried any of the chocolate yet!","rLNIlmJ71srkLoMFfGMvyQ","dessert"
"33CLA8O0MHA1X8VGI60D7LIPRFFRFS","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","3NC5L260MOM0MF0UGGOB1985T94FOZ","A313JEGCVV2UES","Submitted","Wed Feb 21 11:00:10 PST 2018","Wed Feb 21 11:00:22 PST 2018","Fri Feb 23 11:00:22 PST 2018","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","fresher batch would bring me to my knees.   I just went to Le Petit's website and saw that my favorite flavor combo is available:","lemon","lavender. I live way too close to this place. This is about to get dangerous. (And I haven't even tried any of the chocolate yet!","rLNIlmJ71srkLoMFfGMvyQ","dessert"
"33CLA8O0MHA1X8VGI60D7LIPRFFRFS","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","3VJ40NV2QINA5KIVB0T0IDN6KIAOTE","AFKZZEURTCR8U","Submitted","Wed Feb 21 10:56:44 PST 2018","Wed Feb 21 10:57:05 PST 2018","Fri Feb 23 10:57:05 PST 2018","","","","21","100% (55/55)","100% (54/54)","100% (54/54)","fresher batch would bring me to my knees.   I just went to Le Petit's website and saw that my favorite flavor combo is available:","lemon","lavender. I live way too close to this place. This is about to get dangerous. (And I haven't even tried any of the chocolate yet!","rLNIlmJ71srkLoMFfGMvyQ","dessert"
"3RHLQY6EDS3XYIFMGO9ABS4UNOFD4K","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:39 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:39 PST 2018","","","34MAJL3QP4N12AAJD180M2D39SZ435","A2V3P1XE33NYC3","Submitted","Wed Feb 21 10:59:34 PST 2018","Wed Feb 21 10:59:43 PST 2018","Fri Feb 23 10:59:43 PST 2018","","","","9","100% (1/1)","0% (0/0)","0% (0/0)",").   Gaby Et Jules' macarons are delicious and perfectly shaped; shows true talent by the chef I think. I tried: coffee earl grey","lemon"," lavendar rose pistacio  Fillings are very delicious, and they're pretty sweet so while they're expensive, as dessert you probably","w2tr0PA0b3tg8pId0kjM-A","drinks"
"3RHLQY6EDS3XYIFMGO9ABS4UNOFD4K","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:39 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:39 PST 2018","","","3GU1KF0O4I1SUY0FQEFU7JMAOG6PB6","ADBTHA9M2OHJ5","Submitted","Wed Feb 21 10:57:45 PST 2018","Wed Feb 21 10:58:06 PST 2018","Fri Feb 23 10:58:06 PST 2018","","","","21","0% (0/0)","0% (0/0)","0% (0/0)",").   Gaby Et Jules' macarons are delicious and perfectly shaped; shows true talent by the chef I think. I tried: coffee earl grey","lemon"," lavendar rose pistacio  Fillings are very delicious, and they're pretty sweet so while they're expensive, as dessert you probably","w2tr0PA0b3tg8pId0kjM-A","dessert"
"3RHLQY6EDS3XYIFMGO9ABS4UNOFD4K","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:39 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:39 PST 2018","","","3RKNTXVS3MY1MV94MGNA9AR9F2RA47","A1IDEFVZWP9EWO","Submitted","Wed Feb 21 11:00:05 PST 2018","Wed Feb 21 11:00:11 PST 2018","Fri Feb 23 11:00:11 PST 2018","","","","6","0% (0/0)","0% (0/0)","0% (0/0)",").   Gaby Et Jules' macarons are delicious and perfectly shaped; shows true talent by the chef I think. I tried: coffee earl grey","lemon"," lavendar rose pistacio  Fillings are very delicious, and they're pretty sweet so while they're expensive, as dessert you probably","w2tr0PA0b3tg8pId0kjM-A","drinks"
"3BJKPTD2QBBBGDDHDQ52OPXQIONTR2","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","374TNBHA8BV97IU50J83FZALELAYQL","A2QN0EGBRGJU1M","Submitted","Wed Feb 21 10:57:03 PST 2018","Wed Feb 21 10:57:07 PST 2018","Fri Feb 23 10:57:07 PST 2018","","","","4","100% (1/1)","0% (0/0)","0% (0/0)","uch, but was SURPRISED! Could have made a meal of the homemade bread and house salad! Not to mention you get homemade biscotti and ","lemon","cookies for dessert! Go go go!","FcXGZFrVPaKfe3wJZibfCw","dessert"
"3BJKPTD2QBBBGDDHDQ52OPXQIONTR2","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","3JW0YLFXRTGA2AVRXRPLMR7RRERWWO","A2UHF7UL7G0Y78","Submitted","Wed Feb 21 10:57:29 PST 2018","Wed Feb 21 10:59:45 PST 2018","Fri Feb 23 10:59:45 PST 2018","","","","136","100% (70/70)","100% (60/60)","100% (60/60)","uch, but was SURPRISED! Could have made a meal of the homemade bread and house salad! Not to mention you get homemade biscotti and ","lemon","cookies for dessert! Go go go!","FcXGZFrVPaKfe3wJZibfCw","dessert"
"3BJKPTD2QBBBGDDHDQ52OPXQIONTR2","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:55:53 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:55:53 PST 2018","","","3Q8GYXHFEP27BTA2KZ2BKXNBF17C5G","A2MVYWZ7YHOQ0W","Submitted","Wed Feb 21 10:59:47 PST 2018","Wed Feb 21 10:59:50 PST 2018","Fri Feb 23 10:59:50 PST 2018","","","","3","100% (3/3)","100% (3/3)","100% (3/3)","uch, but was SURPRISED! Could have made a meal of the homemade bread and house salad! Not to mention you get homemade biscotti and ","lemon","cookies for dessert! Go go go!","FcXGZFrVPaKfe3wJZibfCw","dessert"
"388CL5C1RIMA86R98CRHOUL3124HLR","3OVLEL0XXZYGRRP0LIAUVEN9IBDHEI","Label the word ""Lemon"" in a sentence","Label what the term ""Lemon"" is referring to in a sentence","label, word sense, reading","$0.05","Wed Feb 21 10:56:12 PST 2018","3","BatchId:3124597;OriginalHitTemplateId:926051491;","1200","172800","Wed Feb 21 22:56:12 PST 2018","","","39GXDJN2OTEMXKZ49E4JM9LR2YOV80","A2V3P1XE33NYC3","Submitted","Wed Feb 21 11:01:54 PST 2018","Wed Feb 21 11:02:01 PST 2018","Fri Feb 23 11:02:01 PST 2018","","","","7","100% (1/1)","0% (0/0)","0% (0/0)","and lighting definitely take you away from Pgh.  Chef Khila even came out to ask us about our meal, and give us tips on preserving ","lemons"," and finding Moroccan spices in the Strip.  The food was absolutely delicious and fulfilling.  I'm not easily satiated, so a veget","L_ibZRB6OAQCnQuA3jluyQ","dishes"
